,Stanford_timestamp,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UnblindingStage,PipeSize_inch,MeterCode,PlumeEstablished,PlumeSteady,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,Operator_Timestamp
0,2021-07-30 15:32:44+00:00,67.727495033068,53.785589017781234,81.94328249023522,,#VALUE!,#VALUE!,1,2.0,162928.0,True,True,67.97166429939286,54.00730642558926,82.27861483524227,68.0463689187737,53.87503553495809,82.2325031817238,2021-07-30 15:32:55+00:00
1,2021-07-30 15:34:32+00:00,71.05110015373238,56.99391811717221,85.0310403028738,,#VALUE!,#VALUE!,1,2.0,162928.0,True,True,71.71429513367946,57.0886819842003,85.69398418125314,71.63130198057317,57.624707859058056,85.88577118643292,2021-07-30 15:34:56+00:00
2,2021-07-30 15:36:26+00:00,287.94591548507157,266.8357176630529,310.16729792003,360.874286,467.896269,253.852303,1,2.0,162928.0,False,True,359.8901426437254,335.3810031482278,386.45357574267257,358.75564563908347,334.32632536012284,384.8466462999509,2021-07-30 15:36:42+00:00
3,2021-07-30 15:36:26+00:00,288.014383502198,266.91273999888773,310.53556664331245,157.5908179,212.8760449,102.30559090000001,2,2.0,162928.0,False,True,359.77126720604014,335.12852838662735,385.94362288779195,358.59849539556853,334.1356707247624,384.89393049888855,2021-07-30 15:36:42+00:00
4,2021-07-30 15:36:26+00:00,288.1964884282983,267.1535819792262,310.9371956209568,108.251997,136.2775816,80.22641241,3,2.0,162928.0,False,True,359.6985079175256,335.78011871838476,386.09198309193533,358.6084641817392,334.399999123116,384.5372650345046,2021-07-30 15:36:42+00:00
5,2021-07-30 15:38:29+00:00,359.56754422543605,335.0812956302437,385.2824454776292,548.6662022999999,714.3727898,382.9596148,1,2.0,162928.0,True,True,359.99612705691885,334.8143844660374,385.8360753165871,360.07767325950414,334.83524725694537,385.9709567207496,2021-07-30 15:38:44+00:00
6,2021-07-30 15:38:29+00:00,359.72780179612647,335.13705833791715,386.1052423832024,752.4927079,940.0166487,564.9687671,2,2.0,162928.0,True,True,360.3121035516441,335.63437852935255,386.46407609533844,360.0319677396775,335.6330757678225,386.4294390698628,2021-07-30 15:38:44+00:00
7,2021-07-30 15:38:29+00:00,359.26243828578635,334.62643795673483,384.97383792170893,850.3634079,895.2936314,805.4331844,3,2.0,162928.0,True,True,360.0653163260817,335.9606973967363,385.8000687219174,360.0898331960619,335.72437732079135,386.56192448486837,2021-07-30 15:38:44+00:00
8,2021-07-30 15:40:16+00:00,357.893743134484,333.90721815162834,384.1975750679147,268.46122510000004,326.6470969,210.2753534,1,2.0,162928.0,True,True,357.58558801201144,332.9017229573441,383.24255534702155,357.417587667777,333.47475134783025,382.95970065767636,2021-07-30 15:40:32+00:00
9,2021-07-30 15:40:16+00:00,357.74539680397294,333.3692655911827,383.6663239181516,326.8393959,379.1004638,274.5783281,2,2.0,162928.0,True,True,357.4157995762353,332.8824695862539,383.4763143456313,357.40912620744797,333.6234586939579,382.6866555505673,2021-07-30 15:40:32+00:00
10,2021-07-30 15:40:16+00:00,357.89312334164225,333.2800414533054,384.593213475065,314.4977559,346.7172462,282.27826560000005,3,2.0,162928.0,True,True,357.6198403162299,332.8802995719199,383.8652835687318,357.73202930542766,332.93866021477186,383.9250770709261,2021-07-30 15:40:32+00:00
11,2021-07-30 15:42:25+00:00,358.5566799616318,333.74898941381207,384.48460557062316,466.86224230000005,567.7117517,366.0127329,1,2.0,162928.0,True,True,357.54260709306,333.3848088433681,383.5876666084149,358.27982183063887,333.9360784757046,384.56835983740257,2021-07-30 15:42:25+00:00
12,2021-07-30 15:42:25+00:00,358.8516121372632,334.88953721034807,385.02824069824754,463.3780648,569.8707631,356.8853666,2,2.0,162928.0,True,True,357.2706098148435,333.11773290273567,382.7327509838641,357.99498644518957,334.3358854390223,383.4218741245354,2021-07-30 15:42:25+00:00
13,2021-07-30 15:42:25+00:00,358.5538513576341,334.3077238422028,384.48588290793117,551.3857383,658.9515246000001,443.81995199999994,3,2.0,162928.0,True,True,357.5773496162186,332.86799992331424,382.90492251428117,357.9440126511736,333.6103336607913,383.5945097414001,2021-07-30 15:42:25+00:00
14,2021-07-30 15:44:03+00:00,159.273947084801,143.033917505524,175.74100436660277,307.4843713,381.712173,233.2565696,1,2.0,162928.0,False,True,174.40186141658276,157.3200912396585,191.72333804818618,174.8153222627701,158.6134482088015,192.0988984610709,2021-07-30 15:44:23+00:00
15,2021-07-30 15:44:03+00:00,159.41945306568456,143.27096221494742,175.7812012487794,309.3822086,368.94500350000004,249.8194137,2,2.0,162928.0,False,True,174.22785619001783,157.63442152795918,191.6805265491434,174.93296920544302,158.08884604899285,192.506503829159,2021-07-30 15:44:23+00:00
16,2021-07-30 15:44:03+00:00,159.36433102385175,143.01297198448597,176.32504978851023,149.05040060000002,164.462918,133.6378832,3,2.0,162928.0,False,True,174.32816765263607,157.35770756701353,191.91669835541725,174.89466082434183,157.79434890586512,192.1908405160596,2021-07-30 15:44:23+00:00
